val,node,T0,T1,T2,T3,T4,T5
789,TcpNode0,1617741282361,1617741282361,1617741282365,1617741282366,1617741282368,1617741282369
790,TcpNode2,1617741282371,1617741282371,1617741282374,1617741282379,1617741282381,1617741282387
791,TcpNode0,1617741282381,1617741282381,1617741282384,1617741282389,1617741282391,1617741282391
793,TcpNode0,1617741282401,1617741282401,1617741282403,1617741282407,1617741282408,1617741282408
792,TcpNode2,1617741282391,1617741282391,1617741282395,1617741282411,1617741282414,1617741282415
794,TcpNode0,1617741282411,1617741282411,1617741282414,1617741282421,1617741282423,1617741282423
796,TcpNode2,1617741282441,1617741282441,1617741282445,1617741282447,1617741282450,1617741282450
795,TcpNode0,1617741282431,1617741282431,1617741282435,1617741282448,1617741282451,1617741282452
797,TcpNode0,1617741282451,1617741282451,1617741282455,1617741282460,1617741282462,1617741282462
798,TcpNode0,1617741282474,1617741282474,1617741282478,1617741282484,1617741282488,1617741282488
799,TcpNode2,1617741282484,1617741282484,1617741282487,1617741282489,1617741282490,1617741282490
800,TcpNode0,1617741282494,1617741282494,1617741282498,1617741282504,1617741282508,1617741282509
801,TcpNode2,1617741282509,1617741282509,1617741282513,1617741282514,1617741282516,1617741282516
802,TcpNode0,1617741282525,1617741282525,1617741282529,1617741282531,1617741282533,1617741282533
803,TcpNode2,1617741282535,1617741282535,1617741282539,1617741282540,1617741282542,1617741282542
804,TcpNode0,1617741282550,1617741282550,1617741282553,1617741282557,1617741282558,1617741282559
805,TcpNode2,1617741282560,1617741282560,1617741282563,1617741282565,1617741282566,1617741282567
806,TcpNode0,1617741282574,1617741282574,1617741282578,1617741282580,1617741282582,1617741282582
807,TcpNode2,1617741282584,1617741282584,1617741282588,1617741282589,1617741282591,1617741282591
808,TcpNode0,1617741282599,1617741282599,1617741282603,1617741282608,1617741282610,1617741282610
809,TcpNode2,1617741282609,1617741282609,1617741282613,1617741282614,1617741282616,1617741282616
810,TcpNode0,1617741282625,1617741282625,1617741282629,1617741282634,1617741282636,1617741282637
811,TcpNode2,1617741282635,1617741282635,1617741282638,1617741282640,1617741282642,1617741282642
812,TcpNode0,1617741282649,1617741282649,1617741282653,1617741282655,1617741282657,1617741282657
813,TcpNode2,1617741282659,1617741282659,1617741282663,1617741282664,1617741282668,1617741282668
814,TcpNode0,1617741282669,1617741282669,1617741282673,1617741282675,1617741282677,1617741282677
815,TcpNode0,1617741282686,1617741282686,1617741282690,1617741282693,1617741282694,1617741282694
816,TcpNode2,1617741282696,1617741282696,1617741282699,1617741282701,1617741282703,1617741282703
817,TcpNode0,1617741282712,1617741282712,1617741282716,1617741282722,1617741282723,1617741282724
818,TcpNode2,1617741282722,1617741282722,1617741282726,1617741282727,1617741282729,1617741282729
819,TcpNode0,1617741282738,1617741282738,1617741282741,1617741282744,1617741282746,1617741282746
820,TcpNode2,1617741282748,1617741282748,1617741282751,1617741282753,1617741282755,1617741282755
821,TcpNode0,1617741282766,1617741282766,1617741282769,1617741282771,1617741282772,1617741282773
822,TcpNode2,1617741282776,1617741282776,1617741282779,1617741282782,1617741282784,1617741282784
823,TcpNode0,1617741282792,1617741282792,1617741282796,1617741282798,1617741282800,1617741282801
824,TcpNode2,1617741282802,1617741282802,1617741282805,1617741282807,1617741282809,1617741282809
825,TcpNode0,1617741282817,1617741282817,1617741282821,1617741282823,1617741282825,1617741282825
826,TcpNode2,1617741282827,1617741282827,1617741282830,1617741282838,1617741282841,1617741282841
827,TcpNode0,1617741282837,1617741282837,1617741282841,1617741282842,1617741282844,1617741282844
828,TcpNode0,1617741282847,1617741282847,1617741282850,1617741282853,1617741282854,1617741282855
829,TcpNode0,1617741282867,1617741282867,1617741282870,1617741282872,1617741282874,1617741282874
830,TcpNode2,1617741282877,1617741282877,1617741282881,1617741282883,1617741282887,1617741282888
831,TcpNode0,1617741282888,1617741282888,1617741282892,1617741282894,1617741282896,1617741282897
832,TcpNode2,1617741282898,1617741282898,1617741282902,1617741282904,1617741282906,1617741282906
833,TcpNode0,1617741282914,1617741282914,1617741282919,1617741282922,1617741282924,1617741282924
834,TcpNode2,1617741282924,1617741282924,1617741282928,1617741282929,1617741282931,1617741282931
835,TcpNode0,1617741282940,1617741282940,1617741282943,1617741282945,1617741282947,1617741282947
836,TcpNode2,1617741282950,1617741282950,1617741282954,1617741282955,1617741282956,1617741282957
837,TcpNode0,1617741282966,1617741282966,1617741282969,1617741282972,1617741282974,1617741282975
838,TcpNode2,1617741282976,1617741282976,1617741282980,1617741282983,1617741282986,1617741282986
839,TcpNode0,1617741282986,1617741282986,1617741282990,1617741282995,1617741282996,1617741282997
840,TcpNode2,1617741282997,1617741282997,1617741283001,1617741283002,1617741283004,1617741283004
841,TcpNode0,1617741283012,1617741283012,1617741283015,1617741283017,1617741283019,1617741283020
842,TcpNode2,1617741283022,1617741283022,1617741283025,1617741283033,1617741283035,1617741283036
843,TcpNode0,1617741283032,1617741283032,1617741283035,1617741283041,1617741283042,1617741283043
844,TcpNode2,1617741283043,1617741283043,1617741283046,1617741283047,1617741283049,1617741283049
845,TcpNode0,1617741283060,1617741283060,1617741283063,1617741283066,1617741283067,1617741283068
846,TcpNode2,1617741283070,1617741283070,1617741283073,1617741283075,1617741283077,1617741283077
847,TcpNode0,1617741283085,1617741283085,1617741283088,1617741283097,1617741283100,1617741283100
848,TcpNode2,1617741283095,1617741283095,1617741283100,1617741283105,1617741283108,1617741283109
849,TcpNode0,1617741283105,1617741283105,1617741283108,1617741283110,1617741283112,1617741283112
850,TcpNode0,1617741283124,1617741283125,1617741283129,1617741283134,1617741283137,1617741283138
851,TcpNode2,1617741283134,1617741283134,1617741283137,1617741283138,1617741283140,1617741283141
852,TcpNode0,1617741283144,1617741283144,1617741283148,1617741283152,1617741283157,1617741283157
853,TcpNode2,1617741283157,1617741283157,1617741283161,1617741283162,1617741283164,1617741283164
854,TcpNode0,1617741283173,1617741283173,1617741283177,1617741283182,1617741283183,1617741283184
855,TcpNode2,1617741283183,1617741283183,1617741283187,1617741283188,1617741283189,1617741283190
856,TcpNode0,1617741283199,1617741283199,1617741283203,1617741283206,1617741283207,1617741283207
857,TcpNode2,1617741283209,1617741283209,1617741283213,1617741283214,1617741283215,1617741283216
858,TcpNode0,1617741283223,1617741283223,1617741283226,1617741283231,1617741283233,1617741283233
859,TcpNode2,1617741283233,1617741283233,1617741283237,1617741283238,1617741283240,1617741283240
860,TcpNode0,1617741283248,1617741283248,1617741283253,1617741283258,1617741283262,1617741283262
861,TcpNode2,1617741283258,1617741283258,1617741283262,1617741283263,1617741283266,1617741283266
862,TcpNode0,1617741283274,1617741283274,1617741283278,1617741283282,1617741283284,1617741283284
864,TcpNode0,1617741283294,1617741283294,1617741283297,1617741283300,1617741283302,1617741283302
863,TcpNode2,1617741283284,1617741283284,1617741283288,1617741283302,1617741283304,1617741283304
865,TcpNode0,1617741283304,1617741283304,1617741283307,1617741283310,1617741283311,1617741283311
866,TcpNode0,1617741283324,1617741283324,1617741283328,1617741283331,1617741283332,1617741283332
867,TcpNode2,1617741283334,1617741283334,1617741283343,1617741283345,1617741283348,1617741283349
868,TcpNode0,1617741283348,1617741283348,1617741283352,1617741283356,1617741283358,1617741283359
869,TcpNode2,1617741283359,1617741283359,1617741283363,1617741283365,1617741283370,1617741283370
870,TcpNode0,1617741283370,1617741283370,1617741283374,1617741283376,1617741283380,1617741283380
871,TcpNode2,1617741283380,1617741283380,1617741283384,1617741283385,1617741283387,1617741283387
872,TcpNode0,1617741283395,1617741283395,1617741283399,1617741283404,1617741283405,1617741283406
873,TcpNode2,1617741283405,1617741283405,1617741283408,1617741283410,1617741283411,1617741283412
874,TcpNode0,1617741283421,1617741283421,1617741283424,1617741283427,1617741283428,1617741283429
875,TcpNode2,1617741283431,1617741283431,1617741283434,1617741283437,1617741283440,1617741283440
876,TcpNode0,1617741283441,1617741283441,1617741283444,1617741283446,1617741283450,1617741283450
877,TcpNode2,1617741283451,1617741283451,1617741283454,1617741283455,1617741283457,1617741283458
878,TcpNode0,1617741283467,1617741283467,1617741283471,1617741283473,1617741283475,1617741283475
879,TcpNode2,1617741283477,1617741283477,1617741283480,1617741283493,1617741283495,1617741283495
882,TcpNode2,1617741283507,1617741283507,1617741283511,1617741283512,1617741283513,1617741283514
883,TcpNode2,1617741283517,1617741283517,1617741283521,1617741283522,1617741283524,1617741283524
880,TcpNode0,1617741283487,1617741283487,1617741283491,1617741283530,1617741283533,1617741283533
881,TcpNode0,1617741283497,1617741283497,1617741283530,1617741283534,1617741283536,1617741283536
884,TcpNode2,1617741283532,1617741283532,1617741283536,1617741283538,1617741283539,1617741283540
885,TcpNode0,1617741283551,1617741283551,1617741283554,1617741283558,1617741283559,1617741283560
886,TcpNode2,1617741283561,1617741283561,1617741283564,1617741283566,1617741283568,1617741283568
887,TcpNode0,1617741283577,1617741283577,1617741283581,1617741283584,1617741283586,1617741283586
888,TcpNode2,1617741283587,1617741283587,1617741283590,1617741283592,1617741283594,1617741283594
889,TcpNode0,1617741283602,1617741283602,1617741283606,1617741283608,1617741283610,1617741283610
890,TcpNode2,1617741283612,1617741283612,1617741283615,1617741283616,1617741283618,1617741283619
891,TcpNode0,1617741283626,1617741283626,1617741283630,1617741283632,1617741283634,1617741283634
892,TcpNode2,1617741283636,1617741283636,1617741283639,1617741283641,1617741283643,1617741283643
893,TcpNode0,1617741283650,1617741283650,1617741283654,1617741283657,1617741283658,1617741283658
894,TcpNode2,1617741283660,1617741283660,1617741283663,1617741283666,1617741283669,1617741283670
895,TcpNode0,1617741283670,1617741283670,1617741283674,1617741283677,1617741283679,1617741283679
896,TcpNode0,1617741283688,1617741283688,1617741283691,1617741283694,1617741283696,1617741283696
897,TcpNode2,1617741283698,1617741283698,1617741283701,1617741283709,1617741283712,1617741283712
898,TcpNode0,1617741283708,1617741283708,1617741283712,1617741283715,1617741283716,1617741283716
899,TcpNode0,1617741283718,1617741283718,1617741283721,1617741283726,1617741283727,1617741283728
900,TcpNode0,1617741283739,1617741283739,1617741283742,1617741283750,1617741283754,1617741283754
901,TcpNode2,1617741283749,1617741283749,1617741283753,1617741283763,1617741283765,1617741283765
902,TcpNode0,1617741283759,1617741283759,1617741283763,1617741283769,1617741283771,1617741283771
903,TcpNode0,1617741283784,1617741283784,1617741283788,1617741283791,1617741283793,1617741283793
904,TcpNode2,1617741283794,1617741283794,1617741283798,1617741283799,1617741283801,1617741283801
905,TcpNode0,1617741283811,1617741283811,1617741283814,1617741283820,1617741283821,1617741283822
906,TcpNode2,1617741283821,1617741283821,1617741283824,1617741283825,1617741283827,1617741283827
907,TcpNode0,1617741283836,1617741283836,1617741283842,1617741283846,1617741283848,1617741283848
908,TcpNode2,1617741283846,1617741283846,1617741283850,1617741283851,1617741283853,1617741283853
909,TcpNode0,1617741283862,1617741283862,1617741283866,1617741283870,1617741283872,1617741283872
910,TcpNode2,1617741283872,1617741283872,1617741283876,1617741283877,1617741283879,1617741283879
911,TcpNode0,1617741283888,1617741283888,1617741283891,1617741283896,1617741283898,1617741283898
912,TcpNode2,1617741283898,1617741283898,1617741283902,1617741283903,1617741283905,1617741283905
913,TcpNode0,1617741283913,1617741283913,1617741283917,1617741283923,1617741283924,1617741283925
914,TcpNode2,1617741283923,1617741283923,1617741283927,1617741283928,1617741283931,1617741283932
915,TcpNode0,1617741283939,1617741283939,1617741283943,1617741283946,1617741283947,1617741283948
916,TcpNode2,1617741283949,1617741283949,1617741283952,1617741283953,1617741283955,1617741283955
917,TcpNode0,1617741283964,1617741283964,1617741283967,1617741283969,1617741283971,1617741283971
918,TcpNode2,1617741283974,1617741283974,1617741283980,1617741283982,1617741283985,1617741283985
919,TcpNode0,1617741283985,1617741283985,1617741283989,1617741283994,1617741283995,1617741283996
920,TcpNode2,1617741283996,1617741283996,1617741284001,1617741284002,1617741284004,1617741284004
921,TcpNode0,1617741284012,1617741284012,1617741284015,1617741284021,1617741284023,1617741284023
922,TcpNode2,1617741284022,1617741284022,1617741284025,1617741284026,1617741284028,1617741284028
923,TcpNode0,1617741284038,1617741284038,1617741284041,1617741284045,1617741284047,1617741284047
924,TcpNode2,1617741284048,1617741284048,1617741284052,1617741284053,1617741284055,1617741284055
925,TcpNode0,1617741284064,1617741284064,1617741284067,1617741284072,1617741284074,1617741284074
926,TcpNode2,1617741284074,1617741284074,1617741284080,1617741284081,1617741284083,1617741284083
927,TcpNode0,1617741284091,1617741284091,1617741284095,1617741284097,1617741284099,1617741284099
928,TcpNode2,1617741284101,1617741284101,1617741284105,1617741284108,1617741284111,1617741284111
929,TcpNode0,1617741284112,1617741284112,1617741284116,1617741284118,1617741284122,1617741284122
930,TcpNode2,1617741284122,1617741284122,1617741284125,1617741284127,1617741284129,1617741284129
931,TcpNode0,1617741284139,1617741284139,1617741284142,1617741284145,1617741284147,1617741284147
932,TcpNode2,1617741284149,1617741284149,1617741284153,1617741284154,1617741284155,1617741284156
933,TcpNode0,1617741284163,1617741284163,1617741284167,1617741284173,1617741284179,1617741284180
934,TcpNode2,1617741284173,1617741284173,1617741284180,1617741284181,1617741284183,1617741284183
935,TcpNode0,1617741284183,1617741284183,1617741284187,1617741284193,1617741284196,1617741284196
936,TcpNode2,1617741284196,1617741284196,1617741284201,1617741284211,1617741284213,1617741284213
937,TcpNode0,1617741284206,1617741284206,1617741284209,1617741284211,1617741284213,1617741284214
938,TcpNode0,1617741284216,1617741284216,1617741284219,1617741284221,1617741284223,1617741284223
939,TcpNode0,1617741284235,1617741284235,1617741284239,1617741284244,1617741284246,1617741284246
941,TcpNode0,1617741284255,1617741284255,1617741284258,1617741284261,1617741284263,1617741284263
942,TcpNode0,1617741284265,1617741284265,1617741284268,1617741284271,1617741284274,1617741284274
940,TcpNode2,1617741284245,1617741284245,1617741284249,1617741284270,1617741284274,1617741284275
943,TcpNode0,1617741284275,1617741284275,1617741284278,1617741284282,1617741284284,1617741284284
945,TcpNode2,1617741284304,1617741284304,1617741284307,1617741284308,1617741284310,1617741284310
944,TcpNode0,1617741284294,1617741284294,1617741284300,1617741284310,1617741284312,1617741284312
946,TcpNode0,1617741284314,1617741284314,1617741284317,1617741284320,1617741284322,1617741284322
947,TcpNode0,1617741284336,1617741284336,1617741284339,1617741284341,1617741284343,1617741284343
948,TcpNode2,1617741284346,1617741284346,1617741284348,1617741284350,1617741284351,1617741284352
949,TcpNode0,1617741284361,1617741284361,1617741284364,1617741284366,1617741284367,1617741284367
950,TcpNode2,1617741284371,1617741284371,1617741284374,1617741284375,1617741284377,1617741284378
951,TcpNode0,1617741284386,1617741284386,1617741284390,1617741284391,1617741284393,1617741284393
952,TcpNode2,1617741284396,1617741284396,1617741284403,1617741284405,1617741284407,1617741284407
953,TcpNode0,1617741284414,1617741284414,1617741284418,1617741284420,1617741284422,1617741284422
954,TcpNode2,1617741284424,1617741284424,1617741284427,1617741284428,1617741284430,1617741284431
955,TcpNode0,1617741284438,1617741284438,1617741284442,1617741284444,1617741284445,1617741284445
956,TcpNode2,1617741284448,1617741284448,1617741284451,1617741284452,1617741284454,1617741284454
957,TcpNode0,1617741284463,1617741284463,1617741284466,1617741284469,1617741284471,1617741284471
958,TcpNode2,1617741284473,1617741284473,1617741284476,1617741284478,1617741284482,1617741284483
959,TcpNode0,1617741284483,1617741284483,1617741284486,1617741284488,1617741284490,1617741284490
960,TcpNode0,1617741284499,1617741284499,1617741284503,1617741284508,1617741284510,1617741284510
961,TcpNode2,1617741284509,1617741284509,1617741284513,1617741284515,1617741284520,1617741284520
962,TcpNode0,1617741284520,1617741284520,1617741284526,1617741284527,1617741284531,1617741284531
963,TcpNode2,1617741284531,1617741284531,1617741284537,1617741284538,1617741284540,1617741284540
964,TcpNode0,1617741284548,1617741284548,1617741284550,1617741284552,1617741284554,1617741284554
965,TcpNode2,1617741284558,1617741284558,1617741284562,1617741284563,1617741284565,1617741284565
966,TcpNode0,1617741284574,1617741284574,1617741284577,1617741284581,1617741284583,1617741284583
967,TcpNode2,1617741284584,1617741284584,1617741284587,1617741284588,1617741284594,1617741284595
968,TcpNode0,1617741284594,1617741284594,1617741284597,1617741284612,1617741284614,1617741284615
969,TcpNode2,1617741284608,1617741284608,1617741284612,1617741284620,1617741284623,1617741284623
970,TcpNode0,1617741284618,1617741284618,1617741284622,1617741284623,1617741284625,1617741284626
972,TcpNode2,1617741284648,1617741284648,1617741284652,1617741284655,1617741284657,1617741284657
971,TcpNode0,1617741284638,1617741284638,1617741284643,1617741284670,1617741284673,1617741284674
973,TcpNode0,1617741284658,1617741284658,1617741284671,1617741284674,1617741284675,1617741284676
974,TcpNode2,1617741284668,1617741284668,1617741284671,1617741284698,1617741284702,1617741284702
976,TcpNode0,1617741284693,1617741284693,1617741284697,1617741284702,1617741284704,1617741284704
975,TcpNode2,1617741284678,1617741284678,1617741284699,1617741284704,1617741284707,1617741284707
977,TcpNode0,1617741284703,1617741284703,1617741284707,1617741284712,1617741284714,1617741284714
979,TcpNode2,1617741284739,1617741284739,1617741284743,1617741284751,1617741284753,1617741284754
981,TcpNode2,1617741284759,1617741284759,1617741284762,1617741284766,1617741284768,1617741284768
978,TcpNode0,1617741284729,1617741284729,1617741284733,1617741284770,1617741284773,1617741284774
980,TcpNode0,1617741284749,1617741284749,1617741284771,1617741284774,1617741284776,1617741284776
982,TcpNode2,1617741284769,1617741284769,1617741284773,1617741284776,1617741284779,1617741284780
983,TcpNode0,1617741284795,1617741284795,1617741284804,1617741284805,1617741284807,1617741284807
984,TcpNode2,1617741284805,1617741284805,1617741284809,1617741284811,1617741284816,1617741284816
985,TcpNode0,1617741284816,1617741284816,1617741284820,1617741284821,1617741284823,1617741284823
986,TcpNode0,1617741284831,1617741284831,1617741284835,1617741284843,1617741284845,1617741284846
987,TcpNode2,1617741284841,1617741284841,1617741284844,1617741284847,1617741284849,1617741284849
988,TcpNode0,1617741284851,1617741284851,1617741284855,1617741284858,1617741284860,1617741284860
989,TcpNode0,1617741284870,1617741284870,1617741284873,1617741284874,1617741284876,1617741284877
990,TcpNode2,1617741284879,1617741284879,1617741284883,1617741284885,1617741284888,1617741284889
991,TcpNode0,1617741284889,1617741284889,1617741284893,1617741284894,1617741284898,1617741284898
992,TcpNode2,1617741284899,1617741284899,1617741284902,1617741284904,1617741284906,1617741284906
993,TcpNode0,1617741284914,1617741284914,1617741284919,1617741284920,1617741284922,1617741284922
994,TcpNode2,1617741284924,1617741284924,1617741284927,1617741284929,1617741284931,1617741284931
995,TcpNode0,1617741284939,1617741284939,1617741284943,1617741284945,1617741284947,1617741284947
996,TcpNode2,1617741284949,1617741284949,1617741284952,1617741284956,1617741284958,1617741284958
997,TcpNode0,1617741284963,1617741284963,1617741284967,1617741284968,1617741284970,1617741284970
998,TcpNode0,1617741284977,1617741284977,1617741284981,1617741284982,1617741284984,1617741284984
999,TcpNode2,1617741284987,1617741284987,1617741284989,1617741284991,1617741284992,1617741284993
1000,TcpNode0,1617741285001,1617741285001,1617741285006,1617741285007,1617741285009,1617741285009
1001,TcpNode2,1617741285011,1617741285011,1617741285014,1617741285017,1617741285020,1617741285020
1002,TcpNode0,1617741285021,1617741285021,1617741285025,1617741285026,1617741285028,1617741285028
1003,TcpNode0,1617741285035,1617741285035,1617741285043,1617741285045,1617741285048,1617741285049
1004,TcpNode2,1617741285045,1617741285045,1617741285048,1617741285056,1617741285058,1617741285059
1005,TcpNode0,1617741285055,1617741285055,1617741285058,1617741285060,1617741285062,1617741285062
1006,TcpNode0,1617741285076,1617741285076,1617741285079,1617741285083,1617741285084,1617741285085
1007,TcpNode2,1617741285086,1617741285086,1617741285089,1617741285101,1617741285103,1617741285104
1008,TcpNode0,1617741285096,1617741285096,1617741285099,1617741285102,1617741285104,1617741285104
1009,TcpNode0,1617741285106,1617741285106,1617741285109,1617741285111,1617741285113,1617741285113
1010,TcpNode0,1617741285125,1617741285125,1617741285128,1617741285130,1617741285132,1617741285132
1011,TcpNode2,1617741285135,1617741285135,1617741285144,1617741285145,1617741285148,1617741285148
1012,TcpNode0,1617741285148,1617741285148,1617741285152,1617741285154,1617741285157,1617741285157
1014,TcpNode0,1617741285168,1617741285168,1617741285170,1617741285172,1617741285174,1617741285174
1013,TcpNode2,1617741285158,1617741285158,1617741285162,1617741285182,1617741285184,1617741285184
1015,TcpNode0,1617741285178,1617741285178,1617741285181,1617741285189,1617741285193,1617741285193
1016,TcpNode2,1617741285193,1617741285193,1617741285196,1617741285207,1617741285209,1617741285209
1017,TcpNode0,1617741285203,1617741285203,1617741285205,1617741285208,1617741285211,1617741285211
1018,TcpNode0,1617741285213,1617741285213,1617741285216,1617741285220,1617741285226,1617741285226
1019,TcpNode2,1617741285226,1617741285226,1617741285230,1617741285232,1617741285235,1617741285235
1020,TcpNode0,1617741285236,1617741285236,1617741285240,1617741285242,1617741285246,1617741285246
1021,TcpNode2,1617741285246,1617741285246,1617741285251,1617741285252,1617741285254,1617741285254
1022,TcpNode0,1617741285262,1617741285262,1617741285265,1617741285268,1617741285269,1617741285270
1023,TcpNode2,1617741285272,1617741285272,1617741285276,1617741285277,1617741285279,1617741285279
1024,TcpNode0,1617741285288,1617741285288,1617741285292,1617741285294,1617741285296,1617741285296
1025,TcpNode2,1617741285298,1617741285298,1617741285304,1617741285305,1617741285307,1617741285307
1026,TcpNode0,1617741285316,1617741285316,1617741285321,1617741285325,1617741285327,1617741285327
1027,TcpNode2,1617741285326,1617741285326,1617741285329,1617741285330,1617741285332,1617741285333
1028,TcpNode0,1617741285342,1617741285342,1617741285345,1617741285348,1617741285350,1617741285350
1029,TcpNode2,1617741285352,1617741285352,1617741285355,1617741285356,1617741285361,1617741285362
1030,TcpNode0,1617741285362,1617741285362,1617741285366,1617741285373,1617741285377,1617741285377
1031,TcpNode2,1617741285372,1617741285372,1617741285377,1617741285379,1617741285381,1617741285381
1032,TcpNode0,1617741285382,1617741285382,1617741285386,1617741285391,1617741285397,1617741285398
1033,TcpNode2,1617741285398,1617741285398,1617741285402,1617741285404,1617741285408,1617741285409
1034,TcpNode0,1617741285416,1617741285416,1617741285420,1617741285421,1617741285423,1617741285424
1035,TcpNode2,1617741285426,1617741285426,1617741285430,1617741285435,1617741285436,1617741285437
1036,TcpNode0,1617741285436,1617741285436,1617741285440,1617741285441,1617741285443,1617741285443
1037,TcpNode0,1617741285451,1617741285451,1617741285455,1617741285456,1617741285458,1617741285458
1038,TcpNode2,1617741285461,1617741285461,1617741285464,1617741285467,1617741285469,1617741285469
1039,TcpNode0,1617741285471,1617741285471,1617741285474,1617741285486,1617741285488,1617741285489
1040,TcpNode2,1617741285484,1617741285484,1617741285487,1617741285491,1617741285493,1617741285494
1041,TcpNode0,1617741285494,1617741285494,1617741285497,1617741285499,1617741285501,1617741285501
1042,TcpNode0,1617741285514,1617741285514,1617741285518,1617741285519,1617741285521,1617741285522
1043,TcpNode2,1617741285524,1617741285524,1617741285529,1617741285532,1617741285534,1617741285534
1044,TcpNode0,1617741285543,1617741285544,1617741285549,1617741285560,1617741285562,1617741285562
1045,TcpNode2,1617741285553,1617741285553,1617741285556,1617741285562,1617741285566,1617741285566
1046,TcpNode0,1617741285563,1617741285563,1617741285573,1617741285574,1617741285576,1617741285576
1047,TcpNode0,1617741285591,1617741285591,1617741285595,1617741285596,1617741285598,1617741285598
1048,TcpNode2,1617741285601,1617741285601,1617741285605,1617741285607,1617741285610,1617741285610
1049,TcpNode0,1617741285611,1617741285611,1617741285614,1617741285615,1617741285617,1617741285618
1050,TcpNode0,1617741285627,1617741285627,1617741285630,1617741285632,1617741285633,1617741285634
1051,TcpNode2,1617741285637,1617741285637,1617741285641,1617741285643,1617741285646,1617741285646
1052,TcpNode0,1617741285647,1617741285647,1617741285650,1617741285651,1617741285653,1617741285653
1053,TcpNode0,1617741285663,1617741285663,1617741285667,1617741285668,1617741285670,1617741285670
1054,TcpNode2,1617741285673,1617741285673,1617741285676,1617741285678,1617741285682,1617741285682
1055,TcpNode0,1617741285683,1617741285683,1617741285686,1617741285688,1617741285690,1617741285690
1056,TcpNode0,1617741285699,1617741285699,1617741285703,1617741285707,1617741285709,1617741285709
1057,TcpNode2,1617741285709,1617741285709,1617741285712,1617741285715,1617741285716,1617741285717
1058,TcpNode0,1617741285724,1617741285724,1617741285728,1617741285729,1617741285731,1617741285731
1059,TcpNode2,1617741285734,1617741285734,1617741285741,1617741285743,1617741285746,1617741285747
1060,TcpNode0,1617741285747,1617741285747,1617741285751,1617741285752,1617741285754,1617741285754
1061,TcpNode0,1617741285762,1617741285762,1617741285766,1617741285767,1617741285769,1617741285769
1062,TcpNode2,1617741285772,1617741285772,1617741285775,1617741285778,1617741285781,1617741285781
1063,TcpNode0,1617741285782,1617741285782,1617741285786,1617741285787,1617741285789,1617741285789
1064,TcpNode0,1617741285801,1617741285801,1617741285805,1617741285806,1617741285808,1617741285808
1065,TcpNode2,1617741285811,1617741285811,1617741285814,1617741285818,1617741285820,1617741285820
1066,TcpNode0,1617741285828,1617741285828,1617741285831,1617741285832,1617741285834,1617741285835
1067,TcpNode2,1617741285838,1617741285838,1617741285841,1617741285844,1617741285848,1617741285848
1068,TcpNode0,1617741285848,1617741285848,1617741285852,1617741285853,1617741285855,1617741285855
1069,TcpNode0,1617741285863,1617741285863,1617741285866,1617741285868,1617741285870,1617741285870
1070,TcpNode2,1617741285873,1617741285873,1617741285876,1617741285879,1617741285883,1617741285883
1071,TcpNode0,1617741285883,1617741285883,1617741285887,1617741285889,1617741285894,1617741285894
1072,TcpNode2,1617741285894,1617741285894,1617741285898,1617741285903,1617741285904,1617741285905
1073,TcpNode0,1617741285915,1617741285915,1617741285919,1617741285921,1617741285923,1617741285923
1074,TcpNode2,1617741285925,1617741285925,1617741285928,1617741285930,1617741285935,1617741285935
1075,TcpNode0,1617741285935,1617741285935,1617741285938,1617741285940,1617741285942,1617741285942
1076,TcpNode0,1617741285950,1617741285950,1617741285955,1617741285959,1617741285961,1617741285961
1077,TcpNode2,1617741285960,1617741285960,1617741285963,1617741285967,1617741285969,1617741285969
1078,TcpNode0,1617741285970,1617741285970,1617741285974,1617741285975,1617741285977,1617741285978
1079,TcpNode0,1617741285986,1617741285986,1617741285988,1617741285990,1617741285992,1617741285992
1080,TcpNode2,1617741285996,1617741285996,1617741286000,1617741286002,1617741286005,1617741286005
1081,TcpNode0,1617741286006,1617741286006,1617741286009,1617741286011,1617741286013,1617741286013
1082,TcpNode0,1617741286021,1617741286021,1617741286025,1617741286026,1617741286028,1617741286028
1083,TcpNode2,1617741286031,1617741286031,1617741286034,1617741286036,1617741286038,1617741286038
1084,TcpNode0,1617741286046,1617741286046,1617741286050,1617741286051,1617741286053,1617741286053
1085,TcpNode2,1617741286056,1617741286056,1617741286059,1617741286061,1617741286063,1617741286063
1086,TcpNode0,1617741286073,1617741286073,1617741286076,1617741286078,1617741286080,1617741286080
1087,TcpNode2,1617741286083,1617741286083,1617741286086,1617741286091,1617741286093,1617741286093
1088,TcpNode0,1617741286093,1617741286093,1617741286096,1617741286098,1617741286100,1617741286100
1089,TcpNode0,1617741286108,1617741286108,1617741286113,1617741286114,1617741286116,1617741286116
1090,TcpNode2,1617741286118,1617741286118,1617741286122,1617741286124,1617741286126,1617741286126
1091,TcpNode0,1617741286133,1617741286133,1617741286137,1617741286138,1617741286140,1617741286140
1092,TcpNode2,1617741286143,1617741286143,1617741286146,1617741286148,1617741286152,1617741286152
1093,TcpNode0,1617741286153,1617741286153,1617741286156,1617741286159,1617741286162,1617741286162
1094,TcpNode2,1617741286163,1617741286163,1617741286167,1617741286173,1617741286175,1617741286175
1095,TcpNode0,1617741286173,1617741286173,1617741286177,1617741286179,1617741286180,1617741286181
1096,TcpNode0,1617741286188,1617741286188,1617741286192,1617741286193,1617741286195,1617741286195
