T0;T1;T2;T3;Value;Jobs;Heartbeat;Cluster;Name
1617110371522;1617110424903;1617110424913;1617110424915;2490;36;14;node1:0;node3
1617110371524;1617110424913;1617110424925;1617110424927;2491;36;11;node1:0;node3
1617110371526;1617110424926;1617110424938;1617110424940;2492;36;12;node1:0;node3
1617110371528;1617110424938;1617110424950;1617110424952;2493;36;13;node1:0;node3
1617110371530;1617110424951;1617110424964;1617110424965;2494;36;13;node1:0;node3
1617110371533;1617110424964;1617110424977;1617110424979;2495;36;13;node1:0;node3
1617110371534;1617110424978;1617110424995;1617110424997;2496;36;13;node1:0;node3
1617110371536;1617110424996;1617110425012;1617110425013;2497;36;18;node1:0;node3
1617110371537;1617110425012;1617110425026;1617110425029;2498;36;17;node1:0;node3
1617110371539;1617110425027;1617110425040;1617110425041;2499;36;14;node1:0;node3
1617110371542;1617110425042;1617110425064;1617110425065;2500;36;14;node1:0;node3
1617110371544;1617110425064;1617110425074;1617110425080;2501;36;24;node1:0;node3
1617110371547;1617110425075;1617110425091;1617110425092;2502;36;11;node1:0;node3
1617110371548;1617110425091;1617110425105;1617110425107;2503;36;16;node1:0;node3
1617110371553;1617110425106;1617110425124;1617110425125;2504;36;14;node1:0;node3
1617110371555;1617110425124;1617110425135;1617110425136;2505;36;19;node1:0;node3
1617110371557;1617110425137;1617110425157;1617110425158;2506;36;11;node1:0;node3
1617110371560;1617110425157;1617110425169;1617110425170;2507;36;22;node1:0;node3
1617110371561;1617110425173;1617110425185;1617110425186;2508;36;12;node1:0;node3
1617110371568;1617110425187;1617110425200;1617110425201;2509;36;16;node1:0;node3
1617110371570;1617110425202;1617110425213;1617110425214;2510;36;15;node1:0;node3
1617110371572;1617110425214;1617110425232;1617110425254;2511;36;13;node1:0;node3
1617110371575;1617110425232;1617110425259;1617110425271;2512;36;19;node1:0;node3
1617110371577;1617110425264;1617110425277;1617110425281;2513;36;27;node1:0;node3
1617110371579;1617110425279;1617110425295;1617110425296;2514;36;18;node1:0;node3
1617110371580;1617110425296;1617110425311;1617110425312;2515;36;18;node1:0;node3
1617110371584;1617110425313;1617110425326;1617110425328;2516;36;16;node1:0;node3
1617110371594;1617110425329;1617110425340;1617110425342;2517;36;16;node1:0;node3
1617110371597;1617110425345;1617110425357;1617110425358;2518;36;14;node1:0;node3
1617110371598;1617110425359;1617110425374;1617110425376;2519;36;16;node1:0;node3
1617110371600;1617110425379;1617110425389;1617110425390;2520;36;17;node1:0;node3
1617110371602;1617110425390;1617110425407;1617110425408;2521;36;15;node1:0;node3
1617110371605;1617110425407;1617110425419;1617110425420;2522;36;18;node1:0;node3
1617110371612;1617110425420;1617110425441;1617110425442;2523;36;13;node1:0;node3
1617110371615;1617110425441;1617110425460;1617110425461;2524;36;21;node1:0;node3
1617110371617;1617110425461;1617110425473;1617110425474;2525;36;19;node1:0;node3
1617110371620;1617110425473;1617110425485;1617110425487;2526;36;13;node1:0;node3
1617110371622;1617110425486;1617110425498;1617110425499;2527;36;13;node1:0;node3
1617110371634;1617110425498;1617110425511;1617110425512;2528;36;12;node1:0;node3
1617110371636;1617110425513;1617110425527;1617110425529;2529;36;13;node1:0;node3
1617110371638;1617110425528;1617110425540;1617110425541;2530;36;17;node1:0;node3
1617110371639;1617110425541;1617110425552;1617110425553;2531;36;12;node1:0;node3
1617110371641;1617110425553;1617110425562;1617110425563;2532;36;12;node1:0;node3
1617110371642;1617110425562;1617110425577;1617110425580;2533;36;22;node1:0;node3
1617110371646;1617110425578;1617110425590;1617110425591;2534;35;16;node1:0;node3
1617110371648;1617110425591;1617110425603;1617110425605;2535;35;12;node1:0;node3
1617110371649;1617110425604;1617110425625;1617110425626;2536;35;13;node1:0;node3
1617110371651;1617110425625;1617110425638;1617110425639;2537;35;22;node1:0;node3
1617110371652;1617110425638;1617110425657;1617110425658;2538;35;13;node1:0;node3
1617110371655;1617110425657;1617110425674;1617110425686;2539;35;19;node1:0;node3
1617110371657;1617110425680;1617110425696;1617110425697;2540;35;17;node1:0;node3
1617110371659;1617110425698;1617110425717;1617110425718;2541;35;23;node1:0;node3
1617110371662;1617110425720;1617110425740;1617110425742;2542;35;20;node1:0;node3
1617110371665;1617110425741;1617110425754;1617110425755;2543;35;24;node1:0;node3
1617110371667;1617110425755;1617110425769;1617110425770;2544;35;13;node1:0;node3
1617110371670;1617110425771;1617110425783;1617110425803;2545;35;15;node1:0;node3
1617110371672;1617110425784;1617110425797;1617110425816;2546;35;14;node1:0;node3
1617110371675;1617110425799;1617110425823;1617110425828;2547;35;14;node1:0;node3
1617110371676;1617110425824;1617110425837;1617110425839;2548;35;27;node1:0;node3
1617110371678;1617110425838;1617110425853;1617110425855;2549;35;13;node1:0;node3
1617110371680;1617110425854;1617110425867;1617110425868;2550;35;17;node1:0;node3
1617110371681;1617110425868;1617110425881;1617110425882;2551;35;13;node1:0;node3
1617110371686;1617110425882;1617110425894;1617110425895;2552;35;14;node1:0;node3
1617110371688;1617110425895;1617110425908;1617110425909;2553;35;13;node1:0;node3
1617110371690;1617110425909;1617110425921;1617110425922;2554;35;14;node1:0;node3
1617110371692;1617110425921;1617110425939;1617110425940;2555;35;13;node1:0;node3
1617110371695;1617110425939;1617110425954;1617110425955;2556;35;18;node1:0;node3
1617110371697;1617110425954;1617110425974;1617110425975;2557;35;15;node1:0;node3
1617110371698;1617110425977;1617110425989;1617110425990;2558;35;20;node1:0;node3
1617110371700;1617110425989;1617110426001;1617110426003;2559;35;15;node1:0;node3
1617110371702;1617110426002;1617110426014;1617110426015;2560;35;13;node1:0;node3
1617110371705;1617110426014;1617110426026;1617110426027;2561;35;12;node1:0;node3
1617110371711;1617110426027;1617110426039;1617110426040;2562;35;12;node1:0;node3
1617110371714;1617110426039;1617110426050;1617110426051;2563;35;25;node1:0;node3
1617110371715;1617110426050;1617110426059;1617110426060;2564;35;25;node1:0;node3
1617110371717;1617110426060;1617110426071;1617110426072;2565;34;20;node1:0;node3
1617110371718;1617110426072;1617110426085;1617110426086;2566;33;12;node1:0;node3
1617110371720;1617110426085;1617110426097;1617110426098;2567;33;14;node1:0;node3
1617110371721;1617110426097;1617110426109;1617110426110;2568;33;12;node1:0;node3
1617110371724;1617110426109;1617110426122;1617110426123;2569;33;12;node1:0;node3
1617110371725;1617110426123;1617110426135;1617110426136;2570;33;13;node1:0;node3
1617110371733;1617110426136;1617110426150;1617110426151;2571;33;13;node1:0;node3
1617110371735;1617110426150;1617110426164;1617110426165;2572;33;15;node1:0;node3
1617110371737;1617110426165;1617110426181;1617110426183;2573;33;14;node1:0;node3
1617110371738;1617110426182;1617110426199;1617110426201;2574;33;17;node1:0;node3
1617110371741;1617110426200;1617110426216;1617110426217;2575;33;18;node1:0;node3
1617110371744;1617110426217;1617110426230;1617110426231;2576;33;17;node1:0;node3
1617110371749;1617110426230;1617110426243;1617110426244;2577;33;14;node1:0;node3
1617110371750;1617110426246;1617110426260;1617110426287;2578;33;13;node1:0;node3
1617110371753;1617110426260;1617110426281;1617110426297;2579;33;17;node1:0;node3
1617110371756;1617110426283;1617110426301;1617110426309;2580;33;21;node1:0;node3
1617110371757;1617110426302;1617110426319;1617110426320;2581;33;20;node1:0;node3
1617110371759;1617110426321;1617110426341;1617110426343;2582;33;18;node1:0;node3
1617110371761;1617110426342;1617110426364;1617110426365;2583;33;22;node1:0;node3
1617110371762;1617110426365;1617110426382;1617110426384;2584;33;23;node1:0;node3
1617110371767;1617110426383;1617110426395;1617110426396;2585;33;19;node1:0;node3
1617110371768;1617110426396;1617110426410;1617110426411;2586;33;12;node1:0;node3
1617110371770;1617110426411;1617110426424;1617110426425;2587;33;15;node1:0;node3
1617110371771;1617110426424;1617110426437;1617110426438;2588;33;14;node1:0;node3
1617110371772;1617110426437;1617110426449;1617110426451;2589;33;13;node1:0;node3
1617110371775;1617110426450;1617110426462;1617110426464;2590;33;12;node1:0;node3
1617110371777;1617110426463;1617110426475;1617110426476;2591;33;14;node1:0;node3
1617110371780;1617110426476;1617110426492;1617110426493;2592;33;12;node1:0;node3
1617110371781;1617110426492;1617110426505;1617110426506;2593;33;17;node1:0;node3
1617110371783;1617110426505;1617110426519;1617110426520;2594;33;13;node1:0;node3
1617110371787;1617110426520;1617110426533;1617110426535;2595;33;14;node1:0;node3
1617110371789;1617110426534;1617110426549;1617110426550;2596;33;14;node1:0;node3
1617110371791;1617110426550;1617110426566;1617110426567;2597;33;16;node1:0;node3
1617110371793;1617110426566;1617110426580;1617110426585;2598;33;17;node1:0;node3
1617110371797;1617110426581;1617110426597;1617110426598;2599;33;14;node1:0;node3
1617110371798;1617110426598;1617110426608;1617110426613;2600;33;17;node1:0;node3
1617110371800;1617110426609;1617110426628;1617110426629;2601;33;17;node1:0;node3
1617110371802;1617110426628;1617110426642;1617110426643;2602;33;31;node1:0;node3
1617110371805;1617110426646;1617110426656;1617110426657;2603;32;14;node1:0;node3
1617110371807;1617110426658;1617110426670;1617110426671;2604;32;14;node1:0;node3
1617110371811;1617110426672;1617110426694;1617110426695;2605;32;14;node1:0;node3
1617110371814;1617110426694;1617110426708;1617110426709;2606;32;24;node1:0;node3
1617110371818;1617110426710;1617110426726;1617110426727;2607;32;14;node1:0;node3
1617110371820;1617110426726;1617110426740;1617110426742;2608;32;18;node1:0;node3
1617110371822;1617110426742;1617110426756;1617110426757;2609;32;15;node1:0;node3
1617110371823;1617110426757;1617110426772;1617110426774;2610;32;15;node1:0;node3
1617110371827;1617110426773;1617110426789;1617110426791;2611;32;17;node1:0;node3
1617110371829;1617110426790;1617110426805;1617110426806;2612;32;16;node1:0;node3
1617110371831;1617110426805;1617110426826;1617110426827;2613;32;16;node1:0;node3
1617110371833;1617110426826;1617110426844;1617110426845;2614;32;21;node1:0;node3
1617110371834;1617110426848;1617110426874;1617110426876;2615;32;18;node1:0;node3
1617110371837;1617110426874;1617110426897;1617110426898;2616;32;30;node1:0;node3
1617110371839;1617110426898;1617110426919;1617110426921;2617;32;24;node1:0;node3
1617110371841;1617110426919;1617110426939;1617110426940;2618;32;22;node1:0;node3
1617110371842;1617110426940;1617110426959;1617110426960;2619;32;19;node1:0;node3
1617110371845;1617110426959;1617110426979;1617110426980;2620;32;20;node1:0;node3
1617110371847;1617110426979;1617110426993;1617110426995;2621;32;20;node1:0;node3
1617110371848;1617110426994;1617110427010;1617110427011;2622;32;15;node1:0;node3
1617110371851;1617110427012;1617110427031;1617110427032;2623;32;16;node1:0;node3
1617110371852;1617110427033;1617110427051;1617110427052;2624;32;21;node1:0;node3
1617110371856;1617110427053;1617110427083;1617110427084;2625;32;20;node1:0;node3
1617110371858;1617110427084;1617110427110;1617110427111;2626;32;32;node1:0;node3
1617110371860;1617110427112;1617110427137;1617110427138;2627;32;27;node1:0;node3
1617110371866;1617110427138;1617110427157;1617110427158;2628;32;27;node1:0;node3
1617110371868;1617110427159;1617110427182;1617110427184;2629;32;20;node1:0;node3
1617110371870;1617110427184;1617110427199;1617110427200;2630;32;25;node1:0;node3
1617110371871;1617110427201;1617110427220;1617110427222;2631;32;17;node1:0;node3
1617110371873;1617110427221;1617110427240;1617110427241;2632;32;21;node1:0;node3
1617110371874;1617110427241;1617110427270;1617110427271;2633;32;20;node1:0;node3
1617110371878;1617110427271;1617110427289;1617110427290;2634;32;30;node1:0;node3
1617110371879;1617110427290;1617110427308;1617110427309;2635;32;19;node1:0;node3
1617110371881;1617110427308;1617110427321;1617110427322;2636;32;19;node1:0;node3
1617110371882;1617110427322;1617110427336;1617110427337;2637;32;13;node1:0;node3
1617110371884;1617110427338;1617110427357;1617110427358;2638;32;14;node1:0;node3
1617110371887;1617110427358;1617110427372;1617110427373;2639;32;22;node1:0;node3
1617110371890;1617110427374;1617110427393;1617110427395;2640;32;15;node1:0;node3
1617110371892;1617110427394;1617110427410;1617110427412;2641;32;21;node1:0;node3
1617110371898;1617110427412;1617110427430;1617110427431;2642;32;17;node1:0;node3
1617110371901;1617110427431;1617110427449;1617110427450;2643;32;20;node1:0;node3
1617110371904;1617110427450;1617110427468;1617110427470;2644;32;19;node1:0;node3
1617110371908;1617110427471;1617110427488;1617110427489;2645;32;20;node1:0;node3
1617110371910;1617110427489;1617110427508;1617110427509;2646;32;19;node1:0;node3
1617110371912;1617110427510;1617110427528;1617110427530;2647;32;20;node1:0;node3
1617110371914;1617110427529;1617110427546;1617110427547;2648;32;20;node1:0;node3
1617110371918;1617110427547;1617110427565;1617110427566;2649;32;18;node1:0;node3
1617110371920;1617110427567;1617110427591;1617110427592;2650;32;20;node1:0;node3
1617110371922;1617110427593;1617110427607;1617110427609;2651;32;25;node1:0;node3
1617110371924;1617110427608;1617110427619;1617110427626;2652;32;16;node1:0;node3
1617110371928;1617110427620;1617110427634;1617110427637;2653;32;14;node1:0;node3
1617110371931;1617110427634;1617110427648;1617110427650;2654;32;13;node1:0;node3
1617110371932;1617110427649;1617110427664;1617110427669;2655;32;14;node1:0;node3
1617110371935;1617110427665;1617110427676;1617110427680;2656;32;16;node1:0;node3
1617110371938;1617110427678;1617110427689;1617110427691;2657;32;12;node1:0;node3
1617110371940;1617110427689;1617110427700;1617110427702;2658;32;13;node1:0;node3
1617110371942;1617110427701;1617110427715;1617110427717;2659;32;12;node1:0;node3
1617110371944;1617110427715;1617110427730;1617110427731;2660;32;14;node1:0;node3
1617110371947;1617110427730;1617110427746;1617110427747;2661;32;15;node1:0;node3
1617110371949;1617110427746;1617110427764;1617110427765;2662;32;16;node1:0;node3
1617110371951;1617110427765;1617110427780;1617110427782;2663;32;18;node1:0;node3
1617110371954;1617110427781;1617110427794;1617110427795;2664;32;16;node1:0;node3
1617110371957;1617110427796;1617110427813;1617110427815;2665;32;14;node1:0;node3
1617110371959;1617110427814;1617110427833;1617110427834;2666;32;19;node1:0;node3
1617110371961;1617110427834;1617110427849;1617110427851;2667;32;20;node1:0;node3
1617110371964;1617110427849;1617110427867;1617110427869;2668;32;18;node1:0;node3
1617110371965;1617110427888;1617110427903;1617110427905;2669;32;12;node1:0;node3
1617110371969;1617110427904;1617110427917;1617110427919;2670;33;24;node1:0;node3
1617110371970;1617110427918;1617110427935;1617110427936;2671;33;15;node1:0;node3
1617110371972;1617110427946;1617110427962;1617110427963;2672;33;17;node1:0;node3
1617110371974;1617110427963;1617110427977;1617110427979;2673;33;27;node1:0;node3
1617110371975;1617110427980;1617110427992;1617110427993;2674;33;15;node1:0;node3
1617110371979;1617110427993;1617110428007;1617110428008;2675;33;15;node1:0;node3
1617110371981;1617110428007;1617110428020;1617110428021;2676;33;15;node1:0;node3
1617110371982;1617110428021;1617110428035;1617110428036;2677;33;13;node1:0;node3
1617110371984;1617110428040;1617110428054;1617110428055;2678;33;15;node1:0;node3
1617110371985;1617110428055;1617110428068;1617110428070;2679;33;19;node1:0;node3
1617110371989;1617110428070;1617110428082;1617110428083;2680;33;14;node1:0;node3
1617110371990;1617110428083;1617110428094;1617110428096;2681;33;15;node1:0;node3
1617110371993;1617110428095;1617110428106;1617110428108;2682;33;12;node1:0;node3
1617110371995;1617110428107;1617110428121;1617110428123;2683;33;13;node1:0;node3
1617110371998;1617110428122;1617110428133;1617110428137;2684;33;14;node1:0;node3
1617110372002;1617110428133;1617110428145;1617110428148;2685;33;11;node1:0;node3
1617110372005;1617110428145;1617110428156;1617110428160;2686;33;12;node1:0;node3
1617110372008;1617110428156;1617110428169;1617110428171;2687;33;11;node1:0;node3
1617110372009;1617110428169;1617110428182;1617110428184;2688;33;13;node1:0;node3
1617110372012;1617110428183;1617110428191;1617110428192;2689;33;13;node1:0;node3
1617110372013;1617110428192;1617110428204;1617110428206;2690;33;22;node1:0;node3
1617110372015;1617110428205;1617110428222;1617110428223;2691;32;14;node1:0;node3
1617110372019;1617110428223;1617110428236;1617110428238;2692;32;17;node1:0;node3
1617110372021;1617110428237;1617110428255;1617110428256;2693;32;14;node1:0;node3
1617110372023;1617110428257;1617110428279;1617110428281;2694;32;20;node1:0;node3
1617110372025;1617110428279;1617110428294;1617110428295;2695;32;23;node1:0;node3
1617110372028;1617110428294;1617110428306;1617110428307;2696;32;14;node1:0;node3
1617110372030;1617110428306;1617110428317;1617110428319;2697;32;13;node1:0;node3
1617110372032;1617110428318;1617110428335;1617110428336;2698;32;11;node1:0;node3
1617110372034;1617110428335;1617110428347;1617110428348;2699;32;18;node1:0;node3
1617110372035;1617110428348;1617110428363;1617110428378;2700;32;12;node1:0;node3
1617110372038;1617110428363;1617110428380;1617110428391;2701;32;16;node1:0;node3
1617110372040;1617110428381;1617110428396;1617110428402;2702;32;17;node1:0;node3
1617110372042;1617110428397;1617110428411;1617110428413;2703;32;16;node1:0;node3
1617110372043;1617110428413;1617110428428;1617110428429;2704;32;15;node1:0;node3
1617110372047;1617110428430;1617110428443;1617110428444;2705;32;17;node1:0;node3
1617110372050;1617110428446;1617110428462;1617110428463;2706;32;15;node1:0;node3
1617110372052;1617110428464;1617110428477;1617110428478;2707;32;19;node1:0;node3
1617110372053;1617110428479;1617110428492;1617110428493;2708;32;15;node1:0;node3
1617110372056;1617110428492;1617110428504;1617110428508;2709;32;15;node1:0;node3
1617110372060;1617110428504;1617110428524;1617110428525;2710;32;11;node1:0;node3
1617110372061;1617110428524;1617110428542;1617110428544;2711;32;21;node1:0;node3
1617110372063;1617110428543;1617110428562;1617110428563;2712;32;18;node1:0;node3
1617110372066;1617110428564;1617110428583;1617110428584;2713;32;20;node1:0;node3
1617110372070;1617110428585;1617110428599;1617110428601;2714;32;21;node1:0;node3
1617110372071;1617110428600;1617110428623;1617110428624;2715;32;17;node1:0;node3
1617110372073;1617110428624;1617110428638;1617110428639;2716;32;23;node1:0;node3
1617110372075;1617110428639;1617110428659;1617110428661;2717;32;15;node1:0;node3
1617110372076;1617110428660;1617110428676;1617110428677;2718;32;22;node1:0;node3
1617110372079;1617110428677;1617110428696;1617110428697;2719;32;16;node1:0;node3
1617110372082;1617110428697;1617110428714;1617110428715;2720;32;20;node1:0;node3
1617110372083;1617110428714;1617110428733;1617110428734;2721;32;18;node1:0;node3
1617110372085;1617110428734;1617110428750;1617110428751;2722;32;19;node1:0;node3
1617110372089;1617110428751;1617110428771;1617110428772;2723;32;17;node1:0;node3
1617110372093;1617110428772;1617110428787;1617110428788;2724;32;21;node1:0;node3
1617110372095;1617110428788;1617110428802;1617110428803;2725;32;16;node1:0;node3
1617110372096;1617110428803;1617110428816;1617110428817;2726;32;15;node1:0;node3
1617110372100;1617110428817;1617110428833;1617110428835;2727;32;14;node1:0;node3
1617110372102;1617110428833;1617110428850;1617110428852;2728;32;19;node1:0;node3
1617110372104;1617110428851;1617110428874;1617110428875;2729;32;15;node1:0;node3
1617110372106;1617110428876;1617110428886;1617110428888;2730;32;24;node1:0;node3
1617110372109;1617110428887;1617110428910;1617110428912;2731;32;13;node1:0;node3
1617110372111;1617110428911;1617110428925;1617110428926;2732;32;24;node1:0;node3
1617110372113;1617110428929;1617110428941;1617110428942;2733;32;14;node1:0;node3
1617110372115;1617110428941;1617110428954;1617110428955;2734;32;16;node1:0;node3
1617110372119;1617110428955;1617110428969;1617110428970;2735;32;13;node1:0;node3
1617110372121;1617110428970;1617110428982;1617110428983;2736;32;15;node1:0;node3
1617110372123;1617110428986;1617110428996;1617110428997;2737;32;13;node1:0;node3
1617110372125;1617110428996;1617110429009;1617110429010;2738;32;14;node1:0;node3
1617110372127;1617110429009;1617110429024;1617110429025;2739;32;13;node1:0;node3
1617110372130;1617110429024;1617110429037;1617110429038;2740;32;15;node1:0;node3
1617110372132;1617110429038;1617110429048;1617110429052;2741;32;13;node1:0;node3
1617110372134;1617110429049;1617110429061;1617110429062;2742;32;12;node1:0;node3
1617110372135;1617110429061;1617110429076;1617110429077;2743;32;12;node1:0;node3
1617110372137;1617110429076;1617110429088;1617110429089;2744;32;15;node1:0;node3
1617110372140;1617110429089;1617110429102;1617110429104;2745;32;12;node1:0;node3
1617110372142;1617110429103;1617110429119;1617110429120;2746;32;15;node1:0;node3
1617110372144;1617110429124;1617110429139;1617110429140;2747;32;16;node1:0;node3
1617110372146;1617110429139;1617110429156;1617110429157;2748;32;20;node1:0;node3
1617110372150;1617110429156;1617110429168;1617110429169;2749;32;17;node1:0;node3
1617110372152;1617110429168;1617110429181;1617110429182;2750;32;12;node1:0;node3
1617110372154;1617110429181;1617110429194;1617110429199;2751;32;13;node1:0;node3
1617110372156;1617110429195;1617110429208;1617110429210;2752;32;13;node1:0;node3
1617110372160;1617110429209;1617110429222;1617110429224;2753;32;14;node1:0;node3
1617110372162;1617110429223;1617110429235;1617110429236;2754;32;14;node1:0;node3
1617110372164;1617110429235;1617110429249;1617110429250;2755;32;13;node1:0;node3
1617110372165;1617110429249;1617110429264;1617110429266;2756;32;14;node1:0;node3
1617110372167;1617110429265;1617110429281;1617110429283;2757;32;15;node1:0;node3
1617110372170;1617110429281;1617110429295;1617110429297;2758;32;17;node1:0;node3
1617110372172;1617110429296;1617110429308;1617110429309;2759;32;15;node1:0;node3
1617110372174;1617110429309;1617110429323;1617110429336;2760;32;12;node1:0;node3
1617110372176;1617110429328;1617110429343;1617110429350;2761;32;15;node1:0;node3
1617110372177;1617110429343;1617110429359;1617110429361;2762;32;21;node1:0;node3
1617110372182;1617110429361;1617110429374;1617110429380;2763;32;15;node1:0;node3
1617110372183;1617110429374;1617110429391;1617110429395;2764;32;15;node1:0;node3
1617110372185;1617110429396;1617110429406;1617110429407;2765;32;17;node1:0;node3
1617110372187;1617110429407;1617110429426;1617110429427;2766;32;15;node1:0;node3
1617110372189;1617110429426;1617110429439;1617110429440;2767;32;20;node1:0;node3
1617110372193;1617110429439;1617110429455;1617110429456;2768;32;13;node1:0;node3
1617110372196;1617110429455;1617110429467;1617110429468;2769;32;16;node1:0;node3
1617110372198;1617110429467;1617110429483;1617110429484;2770;32;12;node1:0;node3
1617110372200;1617110429483;1617110429495;1617110429496;2771;32;16;node1:0;node3
1617110372204;1617110429495;1617110429512;1617110429513;2772;32;12;node1:0;node3
1617110372206;1617110429512;1617110429523;1617110429527;2773;32;17;node1:0;node3
1617110372208;1617110429525;1617110429538;1617110429539;2774;32;12;node1:0;node3
1617110372210;1617110429538;1617110429551;1617110429553;2775;32;14;node1:0;node3
1617110372213;1617110429552;1617110429568;1617110429570;2776;32;13;node1:0;node3
1617110372214;1617110429569;1617110429585;1617110429586;2777;32;17;node1:0;node3
1617110372215;1617110429585;1617110429604;1617110429605;2778;32;17;node1:0;node3
1617110372216;1617110429610;1617110429622;1617110429623;2779;32;19;node1:0;node3
1617110372218;1617110429622;1617110429637;1617110429639;2780;32;18;node1:0;node3
1617110372219;1617110429637;1617110429651;1617110429653;2781;32;15;node1:0;node3
1617110372222;1617110429651;1617110429665;1617110429666;2782;32;14;node1:0;node3
1617110372223;1617110429665;1617110429680;1617110429681;2783;32;14;node1:0;node3
1617110372224;1617110429680;1617110429698;1617110429699;2784;32;15;node1:0;node3
1617110372225;1617110429698;1617110429717;1617110429719;2785;32;18;node1:0;node3
1617110372227;1617110429718;1617110429735;1617110429736;2786;32;20;node1:0;node3
1617110372228;1617110429735;1617110429754;1617110429756;2787;32;17;node1:0;node3
1617110372229;1617110429754;1617110429770;1617110429771;2788;32;21;node1:0;node3
1617110372234;1617110429770;1617110429784;1617110429785;2789;32;14;node1:0;node3
1617110372235;1617110429813;1617110429834;1617110429836;2790;33;10;node1:0;node3
1617110372236;1617110429835;1617110429850;1617110429851;2791;34;28;node1:0;node3
1617110372238;1617110429851;1617110429870;1617110429872;2792;34;16;node1:0;node3
1617110372239;1617110429871;1617110429892;1617110429893;2793;34;21;node1:0;node3
1617110372240;1617110429892;1617110429911;1617110429912;2794;34;21;node1:0;node3
1617110372241;1617110429912;1617110429929;1617110429930;2795;34;19;node1:0;node3
1617110372244;1617110429929;1617110429949;1617110429950;2796;34;18;node1:0;node3
1617110372246;1617110429949;1617110429964;1617110429965;2797;34;20;node1:0;node3
1617110372247;1617110429964;1617110429980;1617110429981;2798;34;15;node1:0;node3
1617110372248;1617110429980;1617110429998;1617110429999;2799;34;16;node1:0;node3
1617110372249;1617110429998;1617110430014;1617110430015;2800;34;18;node1:0;node3
1617110372250;1617110430014;1617110430030;1617110430031;2801;34;16;node1:0;node3
1617110372251;1617110430030;1617110430045;1617110430046;2802;34;16;node1:0;node3
1617110372254;1617110430045;1617110430065;1617110430066;2803;34;15;node1:0;node3
1617110372255;1617110430072;1617110430088;1617110430089;2804;34;20;node1:0;node3
1617110372257;1617110430088;1617110430104;1617110430105;2805;34;23;node1:0;node3
1617110372258;1617110430104;1617110430117;1617110430119;2806;34;16;node1:0;node3
1617110372259;1617110430117;1617110430133;1617110430134;2807;34;13;node1:0;node3
1617110372260;1617110430133;1617110430150;1617110430151;2808;34;16;node1:0;node3
1617110372261;1617110430150;1617110430166;1617110430167;2809;34;17;node1:0;node3
1617110372264;1617110430166;1617110430188;1617110430201;2810;34;16;node1:0;node3
1617110372266;1617110430188;1617110430199;1617110430215;2811;34;22;node1:0;node3
1617110372267;1617110430199;1617110430217;1617110430218;2812;34;12;node1:0;node3
1617110372268;1617110430217;1617110430232;1617110430233;2813;34;17;node1:0;node3
1617110372269;1617110430232;1617110430246;1617110430247;2814;34;15;node1:0;node3
1617110372270;1617110430246;1617110430261;1617110430262;2815;34;14;node1:0;node3
1617110372271;1617110430261;1617110430274;1617110430275;2816;34;15;node1:0;node3
1617110372272;1617110430275;1617110430286;1617110430288;2817;34;13;node1:0;node3
1617110372274;1617110430286;1617110430302;1617110430303;2818;34;13;node1:0;node3
1617110372276;1617110430302;1617110430314;1617110430320;2819;34;15;node1:0;node3
1617110372277;1617110430315;1617110430329;1617110430336;2820;34;12;node1:0;node3
1617110372278;1617110430331;1617110430350;1617110430352;2821;34;15;node1:0;node3
1617110372279;1617110430351;1617110430365;1617110430366;2822;34;21;node1:0;node3
1617110372281;1617110430373;1617110430387;1617110430388;2823;34;15;node1:0;node3
1617110372282;1617110430388;1617110430411;1617110430412;2824;34;22;node1:0;node3
1617110372286;1617110430411;1617110430425;1617110430426;2825;34;24;node1:0;node3
1617110372287;1617110430425;1617110430444;1617110430446;2826;34;14;node1:0;node3
1617110372289;1617110430445;1617110430461;1617110430463;2827;34;20;node1:0;node3
1617110372293;1617110430462;1617110430477;1617110430479;2828;34;16;node1:0;node3
1617110372296;1617110430478;1617110430499;1617110430500;2829;34;17;node1:0;node3
1617110372297;1617110430499;1617110430519;1617110430520;2830;34;21;node1:0;node3
1617110372298;1617110430519;1617110430533;1617110430534;2831;34;20;node1:0;node3
1617110372299;1617110430533;1617110430548;1617110430549;2832;34;14;node1:0;node3
1617110372301;1617110430548;1617110430559;1617110430561;2833;34;15;node1:0;node3
1617110372302;1617110430561;1617110430581;1617110430582;2834;34;12;node1:0;node3
1617110372305;1617110430582;1617110430593;1617110430594;2835;34;21;node1:0;node3
1617110372306;1617110430593;1617110430606;1617110430608;2836;34;12;node1:0;node3
1617110372308;1617110430609;1617110430620;1617110430621;2837;34;13;node1:0;node3
1617110372309;1617110430620;1617110430634;1617110430635;2838;34;15;node1:0;node3
1617110372310;1617110430634;1617110430649;1617110430650;2839;34;13;node1:0;node3
1617110372311;1617110430649;1617110430661;1617110430662;2840;34;15;node1:0;node3
1617110372312;1617110430661;1617110430673;1617110430675;2841;34;12;node1:0;node3
1617110372313;1617110430673;1617110430690;1617110430691;2842;34;12;node1:0;node3
1617110372316;1617110430694;1617110430704;1617110430706;2843;34;17;node1:0;node3
1617110372317;1617110430706;1617110430717;1617110430720;2844;34;14;node1:0;node3
1617110372318;1617110430722;1617110430733;1617110430737;2845;34;13;node1:0;node3
1617110372319;1617110430734;1617110430748;1617110430750;2846;34;16;node1:0;node3
1617110372320;1617110430748;1617110430763;1617110430764;2847;34;16;node1:0;node3
