1617018150556,1617018154125,1617018154162,1617018154405.5156,0,0,,4,node1
1617018151537,1617018154168,1617018154403,1617018154417.012,1,0,,3,node1
1617018743625,1617018746951,1617018746971,1617018747198.1755,0,0,,4,node1
1617018744620,1617018746978,1617018747203,1617018747218.7708,1,0,,3,node1
1617018963845,1617018967175,1617018967196,1617018967845.5728,0,0,,4,node1
1617018964836,1617018967203,1617018967846,1617018967863.082,1,0,,3,node1
1617019571055,1617019574436,1617019574467,1617019575298.9724,0,0,,4,node1
1617019572049,1617019574485,1617019575302,1617019575312.402,1,0,,3,node1
1617019573054,1617019575305,1617019575315,1617019575328.3828,2,0,,3,node1
1617019574048,1617019575317,1617019575331,1617019575339.2175,3,0,,2,node1
1617019575057,1617019575332,1617019575341,1617019575349.467,4,0,,1,node1
1617019576054,1617019576088,1617019576107,1617019576115.9253,5,0,,1,node1
1617019577052,1617019577068,1617019577079,1617019577086.883,6,0,,1,node1
1617019578050,1617019578096,1617019578113,1617019578120.2498,7,0,,1,node1
1617019579054,1617019579070,1617019579081,1617019579090.1748,8,0,,1,node1
1617019580050,1617019580070,1617019580086,1617019580093.8513,9,0,,1,node1
1617019581051,1617019581064,1617019581076,1617019581085.3564,10,0,,1,node1
1617019582051,1617019582062,1617019582075,1617019582082.4788,11,0,,1,node1
1617019583052,1617019583070,1617019583086,1617019583093.881,12,0,,1,node1
1617019584054,1617019584064,1617019584074,1617019584081.5132,13,0,,1,node1
1617019585054,1617019585075,1617019585085,1617019585093.4478,14,0,,1,node1
1617019586055,1617019586069,1617019586082,1617019586090.4827,15,0,,1,node1
1617019587054,1617019587067,1617019587078,1617019587086.4285,16,0,,1,node1
1617019588056,1617019588066,1617019588083,1617019588090.433,17,0,,1,node1
1617019589060,1617019589070,1617019589081,1617019589090.2654,18,0,,1,node1
1617019590056,1617019590066,1617019590078,1617019590086.8682,19,0,,1,node1
1617019591056,1617019591064,1617019591076,1617019591085.0403,20,0,,1,node1
1617019592058,1617019592067,1617019592079,1617019592086.7368,21,0,,1,node1
1617019593056,1617019593066,1617019593075,1617019593082.834,22,0,,1,node1
1617019594058,1617019594066,1617019594077,1617019594085.1345,23,0,,1,node1
1617019784319,1617019787155,1617019787175,1617019787716.984,24,0,,2,node1
1617019784322,1617019787181,1617019787723,1617019787730.8777,25,0,,1,node1
1617019814310,1617019817015,1617019817036,1617019817923.234,0,0,,21,node1
1617019814386,1617019817047,1617019817925,1617019817944.7922,1,0,,21,node1
1617019814487,1617019817932,1617019817945,1617019817957.5151,2,0,,22,node1
1617019814588,1617019817949,1617019817967,1617019817981.4473,3,0,,23,node1
1617019814689,1617019817968,1617019817982,1617019817999.682,4,0,,24,node1
1617019814789,1617019817986,1617019818000,1617019818008.3044,5,0,,24,node1
1617019814900,1617019818001,1617019818012,1617019818025.6526,6,0,,25,node1
1617019814990,1617019818013,1617019818028,1617019818035.5767,7,0,,25,node1
1617019815089,1617019818039,1617019818050,1617019818061.774,8,0,,24,node1
1617019815192,1617019818051,1617019818065,1617019818073.6016,9,0,,23,node1
1617019815296,1617019818067,1617019818079,1617019818088.9868,10,0,,22,node1
1617019815390,1617019818080,1617019818091,1617019818099.9102,11,0,,21,node1
1617019815491,1617019818092,1617019818102,1617019818110.2332,12,0,,20,node1
1617019815599,1617019818105,1617019818116,1617019818126.7795,13,0,,19,node1
1617019815702,1617019818117,1617019818133,1617019818143.7734,14,0,,18,node1
1617019815799,1617019818134,1617019818146,1617019818154.3054,15,0,,17,node1
1617019815894,1617019818149,1617019818158,1617019818169.815,16,0,,16,node1
1617019816005,1617019818158,1617019818171,1617019818180.4875,17,0,,15,node1
1617019816110,1617019818174,1617019818188,1617019818204.3135,18,0,,14,node1
1617019816198,1617019818189,1617019818212,1617019818220.2222,19,0,,13,node1
1617019816300,1617019818213,1617019818223,1617019818231.7263,20,0,,12,node1
1617019816397,1617019818232,1617019818242,1617019818250.6648,21,0,,11,node1
1617019816514,1617019818243,1617019818256,1617019818263.5803,22,0,,10,node1
1617019816595,1617019818256,1617019818266,1617019818274.1697,23,0,,9,node1
1617019816694,1617019818267,1617019818277,1617019818285.2905,24,0,,8,node1
1617019816793,1617019818277,1617019818287,1617019818295.6724,25,0,,7,node1
1617019816895,1617019818288,1617019818298,1617019818306.27,26,0,,6,node1
1617019816995,1617019818298,1617019818309,1617019818316.8794,27,0,,5,node1
1617019817098,1617019818309,1617019818319,1617019818327.1396,28,0,,4,node1
1617019817196,1617019818319,1617019818330,1617019818338.3926,29,0,,3,node1
1617019817297,1617019818330,1617019818341,1617019818349.4172,30,0,,2,node1
1617019817397,1617019818341,1617019818351,1617019818358.9395,31,0,,1,node1
