1617035461231.0896,0
1617035736475.3176,0
1617035790213.945,0
1617035790237.9385,1
1617035790278.6863,2
1617035790312.975,3
1617035790331.9736,4
1617035790358.9749,5
1617035790383.9797,6
1617035790404.9731,7
1617035790444.9336,8
1617035790470.9343,9
1617035790495.9333,10
1617035790533.7773,11
1617035790560.127,12
1617035790578.6418,13
1617035790619.6443,14
1617035790661.642,15
1617035790697.888,16
1617035790729.3455,17
1617035790764.455,18
1617035790797.3125,19
1617035790825.7383,20
1617035790856.8867,21
1617035790878.6575,22
1617035790914.0474,23
1617035790945.4497,24
1617035790973.2,25
1617035790999.5564,26
1617035791025.0356,27
1617035791049.249,28
1617035791080.2598,29
1617035791101.2593,30
1617035791133.7039,31
1617035791161.5994,32
1617035791192.4539,33
1617035791230.0974,34
1617035791250.508,35
1617035791280.7659,36
1617035791319.7717,37
1617035791347.772,38
1617035791369.7668,39
1617035791401.768,40
1617035791428.9158,41
1617035791452.6975,42
1617035791479.246,43
1617035791509.5566,44
1617035791530.421,45
1617035791558.23,46
1617035791588.8174,47
1617035791612.1704,48
1617035791635.8657,49
1617035791662.1858,50
1617035791688.1692,51
1617035791715.0706,52
1617035791740.855,53
1617035791763.1663,54
1617035791791.2983,55
1617035791823.8093,56
1617035791847.6545,57
1617035791879.8179,58
1617035791907.6611,59
1617035791932.429,60
1617035791964.8154,61
1617035791996.5522,62
1617035792046.9736,63
1617035792068.2202,64
1617035792092.3435,65
1617035792119.3638,66
1617035792140.8027,67
1617035792178.329,68
1617035792201.8474,69
1617035792224.3057,70
1617035792246.301,71
1617035792277.5552,72
1617035792303.787,73
1617035792323.5447,74
1617035792360.1804,75
1617035792386.0537,76
1617035792419.896,77
1617035792446.753,78
1617035792470.834,79
1617035792498.7217,80
1617035792518.5112,81
1617035792554.8958,82
1617035792580.9211,83
1617035792604.7866,84
1617035792621.376,85
1617035792652.373,86
1617035792685.3738,87
1617035792706.375,88
1617035792723.3762,89
1617035792754.3738,90
1617035792784.3748,91
1617035792805.372,92
1617035792828.2126,93
1617035792845.6235,94
1617035792875.3728,95
1617035792906.3665,96
1617035792926.3684,97
1617035792948.2776,98
1617035792972.8796,99
1617035792992.3994,100
1617035793012.733,101
1617035793029.3726,102
1617035793067.591,103
1617035793087.9482,104
1617035793117.1196,105
1617035793146.7668,106
1617035793179.5518,107
1617035793202.8657,108
1617035793230.6685,109
1617035793255.2043,110
1617035793277.041,111
1617035793304.783,112
1617035793323.7441,113
1617035793351.8691,114
1617035793373.874,115
1617035793395.8691,116
1617035793411.865,117
1617035793436.8667,118
1617035793456.8687,119
1617035793495.8667,120
1617035793518.853,121
1617035793543.4773,122
1617035793567.7424,123
1617035793591.0288,124
1617035793616.2295,125
1617035793639.9753,126
1617035793666.6506,127
1617035793690.2043,128
1617035793708.7124,129
1617035793730.5432,130
1617035793755.5188,131
1617035793781.5022,132
1617035793804.5725,133
1617035793827.033,134
1617035793851.2717,135
1617035793950.6982,136
1617035793971.4487,137
1617035793992.9985,138
1617035794011.057,139
1617035794037.7102,140
1617035794052.8115,141
1617035794078.048,142
1617035794091.5283,143
1617035794106.6382,144
1617035794126.1248,145
1617035794145.5693,146
1617035794162.6902,147
1617035794183.506,148
1617035794202.9124,149
1617035794228.9077,150
1617035794249.918,151
1617035794271.915,152
1617035794294.9133,153
1617035794321.9094,154
1617035794336.9087,155
1617035794360.9072,156
1617035794378.95,157
1617035794404.692,158
1617035794427.1008,159
1617035794450.7874,160
1617035794473.739,161
1617035794503.9495,162
1617035794529.166,163
1617035794571.7432,164
1617035794619.1724,165
1617035794646.241,166
1617035794676.7654,167
1617035794699.6265,168
1617035794724.6475,169
1617035794754.193,170
1617035794771.5205,171
1617035794799.0579,172
1617035794818.1602,173
1617035794844.8965,174
1617035794858.775,175
1617035794877.5798,176
1617035794900.7822,177
1617035794929.9045,178
1617035794958.9023,179
1617035794977.8987,180
1617035794996.898,181
1617035795017.9014,182
1617035795042.898,183
1617035795054.8982,184
1617035795077.6218,185
1617035795095.5144,186
1617035795115.4976,187
1617035795133.7444,188
1617035795149.816,189
1617035795188.0503,190
1617035795209.4133,191
1617035795239.1072,192
1617035795270.15,193
1617035795287.1167,194
1617035795305.1863,195
1617035795321.6018,196
1617035795345.597,197
1617035795374.3235,198
1617035795393.3008,199
1617035795407.374,200
1617035795427.9436,201
1617035795446.919,202
1617035795467.2468,203
1617035795486.573,204
1617035795501.1104,205
1617035795516.3665,206
1617035795532.5222,207
1617035795551.5725,208
1617035795569.9907,209
1617035795588.293,210
1617035795604.8254,211
1617035795621.7227,212
1617035795665.9314,213
1617035795685.148,214
1617035795703.7913,215
1617035795718.9792,216
1617035795739.4443,217
1617035795763.0564,218
1617035795781.057,219
1617035795796.0579,220
1617035795811.0542,221
1617035795829.0537,222
1617035795851.0554,223
1617035795869.0542,224
1617035795884.0544,225
1617035795905.0522,226
1617035795921.054,227
1617035795939.0544,228
1617035795957.0532,229
1617035795973.055,230
1617035795996.0518,231
1617035796011.0698,232
1617035796026.0544,233
1617035796040.0735,234
1617035796053.628,235
1617035796072.142,236
1617035796089.4426,237
1617035796111.9006,238
1617035796136.435,239
1617035796152.3389,240
1617035796167.5125,241
1617035796178.8547,242
1617035796193.5603,243
1617035796208.601,244
1617035796231.0427,245
1617035796252.0256,246
1617035796266.3938,247
1617035796288.398,248
1617035796304.3943,249
1617035796319.3953,250
1617035796347.397,251
1617035796369.395,252
1617035796383.3933,253
1617035796398.394,254
1617035796418.3948,255
1617035796436.394,256
1617035796453.3972,257
1617035796474.3997,258
1617035796489.3977,259
1617035796507.3938,260
1617035796521.3943,261
1617035796536.3945,262
1617035796549.395,263
1617035796563.3975,264
1617035796578.3938,265
1617035796592.3943,266
1617035796604.396,267
1617035796616.3938,268
1617035796630.395,269
1617035796643.3955,270
1617035796655.3955,271
1617035796673.3945,272
1617035796686.3943,273
1617035796698.3972,274
1617035796713.395,275
1617035796727.3926,276
1617035796739.3926,277
1617035796751.3936,278
1617035796766.394,279
1617035796777.3938,280
1617035796790.3984,281
1617035796813.4004,282
1617035796830.396,283
1617035796846.396,284
1617035796863.3945,285
1617035796879.3987,286
1617035796891.3984,287
1617035796903.3933,288
1617035796920.396,289
1617035796932.3967,290
1617035796945.3936,291
1617035796959.4033,292
1617035796974.4,293
1617035796987.3967,294
1617035797000.3943,295
1617035797012.3938,296
1617035797024.3938,297
1617035797037.3955,298
1617035797049.3958,299
1617035797061.3936,300
1617035797074.3953,301
1617035797089.4001,302
1617035797101.3945,303
1617035797115.3955,304
1617035797127.3943,305
1617035797144.3945,306
1617035797159.394,307
1617035797171.3992,308
1617035797187.399,309
1617035797200.3994,310
1617035797212.3938,311
1617035797224.3967,312
1617035797239.395,313
1617035797252.3984,314
1617035797268.3936,315
1617035797282.3926,316
1617035797293.3928,317
1617035797306.3953,318
1617035797320.3938,319
1617035797333.398,320
1617035797344.3943,321
1617035797359.3948,322
1617035797372.394,323
1617035797395.3992,324
1617035797413.3936,325
1617035797430.3936,326
1617035797452.3975,327
1617035797471.3923,328
1617035797492.3953,329
1617035797510.4001,330
1617035797524.4019,331
1617035797539.3943,332
1617035797553.3936,333
1617035797565.3975,334
1617035797576.3962,335
1617035797588.3943,336
